designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 69934784977818112,69934784977818112,55.90805916370913,25.61546693921173,10.35846703131627,10.45460785493093,-6.923927470226465,1.3934765,20.28012,2.160162,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.5905798099009156
Gaia DR3 66892264508548864,66892264508548864,58.046882432089944,25.162347138819527,25.606096459490097,-123.03985435941584,-164.35367584774727,0.9703798,6.641129,0.72567225,-39.576027,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5941.645,4.0738,-0.261,38.975,0.0,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.6003415095581917
Gaia DR3 68230095278817792,68230095278817792,54.896182221919915,24.229993458321953,20.374631952225013,56.62113997353973,-95.12961332007566,1.153167,15.720553,3.2513142,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.6081643925175093
Gaia DR3 68584619060008448,68584619060008448,55.29634648170669,25.210532383702983,12.465904401718113,94.21478442238683,-87.93117274389924,1.0626563,15.95694,2.7804546,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.611766432859257
Gaia DR3 66907348433476992,66907348433476992,57.92104673436362,25.329475976620294,10.475349851802601,1.7128117463275914,2.817648657498003,7.97725,18.793303,0.7661152,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.6250682481268433
Gaia DR3 69979555718532608,69979555718532608,56.966490789677806,25.791366709574344,12.744883699816132,325.0237889263195,-281.89728700169803,3.8798199,15.42441,2.3102703,-101.81976,NOT_AVAILABLE,1,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.6374906125801236
Gaia DR3 70124931771547136,70124931771547136,55.97173571696819,25.725026807444493,15.133493636855187,67.90353885132942,-87.13571345206563,1.024736,8.363123,0.7675929,14.567194,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5835.5664,4.3308,-0.0779,65.7988,4.0E-4,3.0E-4,2.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.6677300308114262
Gaia DR3 64114210941134848,64114210941134848,57.31650761312842,22.613300249607143,20.630284149829784,-68.38801680482113,-191.76909314689252,1.129754,16.516811,3.566083,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.6770780958236244
Gaia DR3 65098853666397696,65098853666397696,55.14802033366819,23.218542575319088,10.763422549117898,18.462660605655635,-46.89645026872096,1.124922,20.471497,3.2659664,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.6831526844981457
Gaia DR3 70103250776647424,70103250776647424,55.77696601479029,25.681295874708564,14.472550492366176,-42.99104935145491,-14.47482732154242,0.8369166,7.0630045,0.5630646,-56.12301,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6516.057,4.0302,-0.2793,69.0037,0.0034,0.003,0.0016,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7027027646823762
Gaia DR3 70103250776646784,70103250776646784,55.77718056953655,25.684948041315575,14.426048550318383,-41.738619008705946,-13.494057720519415,0.93325514,8.982405,0.80118847,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5706.3276,4.3762,-0.2523,69.048,0.0012,0.001,5.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7058316055433225
Gaia DR3 65022854219508096,65022854219508096,55.5424525289372,22.81211713455332,10.972399789609927,25.916070823797334,-93.5921189140206,1.2297068,19.845737,3.18672,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.706641136489891
Gaia DR3 65022510623526272,65022510623526272,55.56642286052093,22.786105961631623,17.683971923900465,20.03605352060612,-77.73579087685343,1.0431587,7.293389,0.5846553,22.486118,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6432.8755,4.1368,-0.7218,56.3703,1.0E-4,1.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7146528084828985
Gaia DR3 68553214259413760,68553214259413760,54.970985370257765,24.95731518271257,30.67245320950984,191.89758117654134,-62.07279699712892,3.6937249,17.373573,4.559081,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7212523218361755
Gaia DR3 68591319208849664,68591319208849664,55.305865355591955,25.38568439823898,12.50589011623043,-28.297209845124513,-60.20118523645093,0.95645154,17.464165,3.6052914,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7224227396412763
Gaia DR3 66681570591750016,66681570591750016,58.407601858507725,24.851658744574436,12.55058350805845,-39.11766534389295,-6.399583708242067,1.0351518,17.924059,3.9521828,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.728230374865516
Gaia DR3 68149826634107776,68149826634107776,54.768275571242484,23.86244854380299,13.043447309108021,-23.27461765272916,-6.160072447187472,1.1500762,12.77075,1.9436979,-14.805253,VARIABLE,0,false,false,true,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.75502753645148
Gaia DR3 70003912477024256,70003912477024256,57.05058811333232,25.907775902866664,12.705566999544512,16.490869776955222,-22.869604383573424,1.1493667,19.90506,2.8569832,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7660225267323133
Gaia DR3 65693281437215232,65693281437215232,58.4517146128012,23.521909356073206,10.271841501656436,166.5390704911025,-148.46999109522773,1.1168277,14.772334,2.572256,65.09633,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3478.7126,4.7313,-0.141,98.083,0.7283,0.4765,0.3008,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7664351773499487
Gaia DR3 64115585330656000,64115585330656000,57.51517110765979,22.591359710394954,23.207919486158296,155.04644029699432,-62.507778246730965,1.0320977,7.165409,0.6658654,7.085536,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6126.415,4.2055,-0.5598,43.0074,0.0,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7706757593200069
Gaia DR3 65693075278789504,65693075278789504,58.44700407732888,23.50015881693498,15.692300578995438,101.71972306039405,-92.70191146617786,1.1348873,15.846509,3.0706606,-18.472443,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7707719662992436
Gaia DR3 65025431201292288,65025431201292288,55.450513895187385,22.786945250801026,10.05940961321454,79.91496475375361,-131.99860731732463,1.06229,13.261485,1.852148,20.818752,VARIABLE,0,true,true,false,true,false,true,true,4052.2217,4.6822,-0.1629,99.4291,0.5418,0.3886,0.2117,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7781808769281466
Gaia DR3 70134002742455552,70134002742455552,56.19878391583545,25.915983264648393,12.112738057230283,45.64775275001746,-5.822613238941643,1.3241347,14.501214,2.7548094,-28.887766,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7873062918422178
Gaia DR3 66971188827298944,66971188827298944,57.73629331664178,25.67801475793198,10.943142815638105,-2.272336925327364,-63.499520790372635,1.0694697,15.344221,2.627635,-43.002136,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3445.7341,4.8959,-0.2162,93.2855,0.7888,0.5136,0.3241,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.7904708786219703
Gaia DR3 66687720984895744,66687720984895744,58.47227798016027,24.900573243382986,14.137326221977148,23.305934947033776,-109.33572679750215,1.0047581,17.826353,3.849556,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.8013276363997255
Gaia DR3 68553931516671488,68553931516671488,54.87437762176911,24.968241159078286,62.65413168915791,116.21871025763672,196.93232761940916,1.366583,11.595599,2.6146965,12.234773,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3088.1282,4.2727,-0.8609,15.9772,0.0,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.804720413667529
Gaia DR3 65614735075397504,65614735075397504,58.25617882301095,23.107076969018266,10.134460760591217,-54.97959015760618,-16.1370291823759,1.3987628,11.576932,1.3406973,-40.594822,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4611.2314,4.5844,0.1893,98.3021,0.077,0.0589,0.0308,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.8134795793817113
Gaia DR3 65606312642395648,65606312642395648,58.14433876616109,22.976807216122552,10.894366608561606,44.648877816817986,-112.80510972665336,0.96448207,18.400232,0.31651115,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.8157879307911342
Gaia DR3 68604513348376320,68604513348376320,55.2207007227587,25.467283423502387,13.852422754713631,36.23191638951049,12.027017278489009,1.2036937,14.414194,2.5801868,-4.314345,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.8344603447446273
Gaia DR3 64021439645934848,64021439645934848,56.857172017681435,22.349653557535447,11.713480916120632,39.709601354122015,-67.2578011061488,1.1736218,14.441639,2.64118,-5.9295297,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3416.4575,4.5475,-0.4254,86.1853,0.7732,0.5023,0.3204,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.837297775902119
Gaia DR3 64021439645935232,64021439645935232,56.85788327308205,22.349022893742504,11.726004626508551,38.09122980894162,-66.40904836646664,2.474863,14.449135,2.9467468,-8.715266,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3360.7566,4.5439,0.0716,88.5443,1.0414,0.6543,0.4443,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.837990381886452
Gaia DR3 69990202940592896,69990202940592896,57.33028370900287,25.913176782072437,18.957555683630115,435.3298618494156,-111.85898598320453,0.9704017,19.290886,1.5317669,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.8389616452079336
Gaia DR3 70038860626957184,70038860626957184,56.50807343849175,26.017608193616486,10.635686057094093,119.461261213058,-165.1886533517113,1.0727012,14.625335,2.4976864,-38.207024,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3529.9658,4.7665,-0.0897,94.4228,0.7037,0.4647,0.2887,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.8447815164901595
Gaia DR3 65829792677145344,65829792677145344,58.691130905257694,24.27252217695994,74.98865311008939,-293.33809684449193,-221.46381033206632,1.4243345,14.368261,3.9877853,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.856102120674549
Gaia DR3 64734679094523904,64734679094523904,54.90596814891677,23.207086513694588,12.162446192696526,-4.037937661589783,-47.61515436448357,1.0659509,11.516041,1.4726381,-11.359638,VARIABLE,0,true,true,false,true,false,true,true,4586.2,4.6564,0.7517,82.1395,0.3366,0.254,0.1325,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.8755004710805452
Gaia DR3 69996632508602496,69996632508602496,57.386939740583294,25.964247539598638,12.398762150122897,-24.297893427591127,-28.95884460475851,1.1885818,14.523134,2.6804905,-30.106804,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3428.198,4.6531,-0.3128,81.8504,0.8812,0.5708,0.3641,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.904353813938503
Gaia DR3 65638443294980224,65638443294980224,58.50676814546851,23.2757803231941,33.58830927977221,204.13078098249576,-62.15666734124409,1.0166011,17.390608,4.6761217,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.917509053267868
Gaia DR3 65590064783414656,65590064783414656,58.24097526076254,22.865783301261047,12.334694549941402,-11.694783274128568,-85.8021292805503,1.0331967,16.434082,2.9803095,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.9562520966229568
Gaia DR3 64746361406060288,64746361406060288,56.25713005229337,22.255974972663886,17.617584766766765,335.2660219405402,-15.359757102436024,1.2446258,12.25204,2.1219168,41.523186,VARIABLE,0,false,false,true,true,false,true,true,3442.8901,4.1545,-0.7928,57.4117,0.0969,0.0662,0.038,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.956943071639995
Gaia DR3 64085383120724864,64085383120724864,58.02431902278248,22.67012330366188,33.56092341260861,206.76172390467735,-339.4203113182594,0.8688102,7.4001384,0.8604717,11.010944,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5608.762,4.4647,-0.2879,29.6769,2.0E-4,2.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.9605956849922574
Gaia DR3 67344850981716736,67344850981716736,57.989692958302676,25.737149167510754,17.567717974730126,356.3881241322257,-117.85493529624966,1.0822865,18.314531,4.0351543,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.9717927202551642
Gaia DR3 64743269029603840,64743269029603840,56.373931878452964,22.22154073534159,28.688533568557624,-0.5280218412608519,-215.1757608777468,1.1120247,13.868805,2.8377123,-2.0763702,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3191.455,4.9852,-0.0875,34.7032,0.0,0.0,0.0,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.973712869093433
Gaia DR3 70010135885771904,70010135885771904,57.27700356835156,26.077337933284774,18.41659485669023,-11.7730738706455,-91.36284423996989,1.1687051,14.297389,2.7168875,-15.834522,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.9803077176386628
Gaia DR3 64758352954660096,64758352954660096,56.03665237716925,22.279180295051752,20.997660132222972,91.70285731902825,80.8517987523358,1.1353506,14.389304,2.6954784,-57.7427,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3056.9822,4.3872,-0.8172,47.8023,0.0073,0.0046,0.0029,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.982774843254981
Gaia DR3 64757356522247552,64757356522247552,56.07067941366925,22.259685952770557,21.41747782331228,-61.851001527945364,-155.85964788545036,1.0988841,14.631931,2.7200556,-7.98689,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3064.4292,4.5471,-0.7467,46.539,2.0E-4,2.0E-4,1.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,1.9927607135925736
Gaia DR3 70121805033332480,70121805033332480,55.50862194524102,25.886855528135325,19.96298810373153,29.033922775273126,-175.21446765659545,0.95071954,19.315931,1.3521099,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.0014714682593064
Gaia DR3 65588896552347008,65588896552347008,58.29643148464262,22.8227231307455,17.251520718077952,93.97725160156975,-249.26967942232866,1.034122,18.466442,4.200533,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.023027210581184
Gaia DR3 67350863935910016,67350863935910016,57.9375534787717,25.85178230249643,15.23278299423947,-113.98135877828474,-95.68943939609491,12.831226,8.500653,0.8218708,-17.509056,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5711.411,4.0913,-0.1983,78.3086,0.0646,0.0542,0.0291,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.036041826844776
Gaia DR3 70051608089857536,70051608089857536,56.585833168451074,26.214633112231297,69.51431432523292,386.7480165677579,-196.3204602101228,1.0633283,8.871369,1.9177771,35.735455,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3655.8152,4.4335,-0.596,14.3752,0.001,7.0E-4,4.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.037834314336638
Gaia DR3 68563041144270208,68563041144270208,54.60779467005811,25.00192725093391,11.112303397763243,28.551971985151653,-84.46517363766071,1.0947661,13.105905,1.8999968,-55.943092,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4006.1409,4.7006,-0.0138,90.5832,0.5311,0.3781,0.2078,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.0385989166012766
Gaia DR3 68648833498786688,68648833498786688,54.9198592549099,25.47752114025996,38.91263020749349,236.65564598735028,-575.383310703509,1.5726516,11.852793,2.6109924,4.668396,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3109.5376,4.1055,-0.7353,25.7957,5.0E-4,3.0E-4,2.0E-4,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.044168053913969
Gaia DR3 63993264660661504,63993264660661504,56.614246794008004,22.12740000113045,10.415551901046218,-72.16903699249164,-55.06647874237106,1.6506263,14.596973,2.7368498,1.5353652,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3515.6064,4.6914,0.1813,96.6969,0.9321,0.601,0.3941,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.050859849460766
Gaia DR3 64437329918887424,64437329918887424,55.60468357753401,22.369137686065155,10.169978029406263,-26.223719332493594,5.075087238343907,1.0131172,16.912027,3.09194,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3185.9321,4.9986,-0.1303,104.1946,0.8942,0.5488,0.3775,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.0514303042010997
Gaia DR3 67281113667216512,67281113667216512,58.323105267693165,25.56652579656999,12.46787739422019,-0.5492593891562239,-29.011053708686703,9.034645,13.698496,2.2406654,12.29088,VARIABLE,1,true,true,true,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.05161429906406
Gaia DR3 68648455541664384,68648455541664384,54.90195776932558,25.46989752718173,38.82530274551821,238.697801432729,-578.9481921735044,1.6051935,11.5397005,2.526291,4.7132635,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3150.4548,4.0666,-0.7636,25.5713,0.0031,0.002,0.0012,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.051963400067279
Gaia DR3 70239315339960960,70239315339960960,56.49709122765715,26.230165034153995,14.434327172173559,8.879560729264501,-116.82667551909205,1.2010925,12.918762,2.2038517,-9.521875,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.057491508050156
Gaia DR3 68409934148560128,68409934148560128,54.40152899061529,24.279649611652204,12.177592108797489,89.04267832175641,-233.81060625940003,1.175438,16.055386,2.7555447,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.060590840651381
Gaia DR3 63982097745692288,63982097745692288,56.731585032259744,22.115121431790076,10.55987723446625,106.19446710836279,-151.02432010463573,2.4158359,15.246809,2.5075283,65.358864,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3459.037,4.8873,-0.2098,99.077,0.5696,0.3739,0.2349,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.0638325187433098
Gaia DR3 70072086493899520,70072086493899520,56.87286295564849,26.23389093310875,10.65355176909826,121.61717416087444,-102.21846266875272,1.0228461,15.605045,2.880681,-37.47409,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.065165696040709
Gaia DR3 67062345211894784,67062345211894784,58.741302297341626,25.0461871296787,12.343516313569872,41.50346508690669,-91.40657399772043,1.212715,16.666365,3.3840218,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.0831946537751143
Gaia DR3 67276853059656960,67276853059656960,58.43786323481847,25.518237161757476,10.71470108014324,63.637957131381995,-26.440387642722236,2.520481,15.975515,2.494337,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.098489498696507
Gaia DR3 67276887419394944,67276887419394944,58.438814178855125,25.51838659459402,10.542592733496539,65.62367999712525,-23.339444481482303,1.3167206,12.021992,1.5163631,36.812157,NOT_AVAILABLE,0,true,true,true,false,false,false,true,4496.306,4.6648,0.4969,95.6963,0.3528,0.2646,0.1385,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.09924813807717
Gaia DR3 67351276252754048,67351276252754048,58.03097624168817,25.883957908436425,11.729962434104566,16.453209856821548,-41.5502147686555,1.0683405,15.1103945,2.6185694,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3446.1218,4.8819,-0.1742,87.0883,0.7666,0.499,0.3157,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.1112112735196873
Gaia DR3 64043395520529024,64043395520529024,57.62875957380599,22.25191021587447,11.392370726363577,122.24975992331743,-111.7202425272262,1.2600724,9.443461,0.93098545,33.737457,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5457.279,4.3695,0.1465,87.5217,0.0667,0.0548,0.029,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.122357849272106
Gaia DR3 65834568680781184,65834568680781184,58.98301575466763,24.09967683278871,15.618280445752632,356.3860469178841,-43.5376586587512,1.4214233,14.52919,2.873495,42.326603,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.1227365436052694
Gaia DR3 64043395517986560,64043395517986560,57.62891336482866,22.251359671439143,10.994113054847105,124.54825101736508,-113.50767842146831,0.50171286,16.11249,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.1229175819183532
Gaia DR3 67351757289092224,67351757289092224,58.17156507411793,25.804208580824763,22.51406756986467,139.86355441907648,-51.36820091414533,1.223709,10.5717125,1.6229076,35.315044,VARIABLE,0,true,true,true,true,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.12737287415798
Gaia DR3 67367631488207744,67367631488207744,57.87483477392795,26.003463696690577,22.804192996867386,0.34315725144514886,-101.82666788674948,1.2991905,14.791096,3.0035734,15.642869,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,Pleiades,56.65833,24.17806,7.364,19.997,-45.548,5.88,2000,2.132190466902396
